ID,InstallYear,Diameter,Length,Material,ExpBreak (Target),Age2018
1705,1995,12,10,12,0,23
1706,1995,12,131.05,12,0,23
1710,1995,8,16.5,12,0,23
1737,1995,6,259.61,12,0,23
1811,1995,8,14.83,12,0,23
1816,1995,8,27.63,12,0,23
39388,1995,8,254.11,12,0,23
2510,1995,8,9.68,12,0,23
2511,1995,8,10.07,12,0,23
2512,1995,8,319.45,12,0,23
2589,1995,8,11.77,12,0,23
2590,1995,8,170.83,12,0,23
2591,1995,8,17.82,12,0,23
9822,1995,8,703.86,12,0,23
9833,1995,6,18,12,0,23
9834,1995,8,178.71,12,0,23
9931,1995,6,18,12,0,23
16948,1995,12,37.1,12,0,23
5517,1995,8,66.41,6,0,23
5521,1995,6,23.43,6,0,23
11175,1995,6,11.72,10,0,23
4170,1995,8,245.04,12,0,23
4175,1995,8,343.02,12,0,23
4197,1995,8,380.55,12,0,23
11320,1995,8,11.14,6,0,23
22202,1995,16,24.9,6,0,23
9229,1995,8,277.39,12,0,23
9231,1995,8,129.96,12,0,23
9260,1995,8,18,12,0,23
9261,1995,8,123.72,12,0,23
9264,1995,8,200.96,12,0,23
9265,1995,8,247.82,12,0,23
9272,1995,8,547.73,12,0,23
9273,1995,8,42.77,12,0,23
9277,1995,8,272.6,12,0,23
2329,1995,8,17.29,12,0,23
2333,1995,8,13.46,12,0,23
2339,1995,8,21.72,12,0,23
2340,1995,8,66.7,12,0,23
2346,1995,12,22.09,12,0,23
2347,1995,8,26.48,12,0,23
2349,1995,8,59.9,12,0,23
1869,1995,8,32.53,12,0,23
1870,1995,8,21.27,12,0,23
1871,1995,8,285.23,12,0,23
1872,1995,8,23.58,12,0,23
1873,1995,8,321.12,12,0,23
1874,1995,8,11.71,12,0,23
1881,1995,8,581.94,12,0,23
1886,1995,8,616.81,12,0,23
1888,1995,8,648.38,12,0,23
1891,1995,8,21.87,12,0,23
1923,1995,6,284.36,12,0,23
1967,1995,12,283.88,12,0,23
1974,1995,6,54.96,12,0,23
1979,1995,8,375.45,12,0,23
2010,1995,8,12.77,12,0,23
2041,1995,8,16.93,12,0,23
2060,1995,8,183.34,12,0,23
2355,1995,12,14.8,12,0,23
2356,1995,12,14.5,12,0,23
2357,1995,12,505.27,12,0,23
2424,1995,8,17.97,12,0,23
2428,1995,8,233.4,12,0,23
2451,1995,8,59.63,12,0,23
2455,1995,8,12.85,12,0,23
2464,1995,8,37.31,12,0,23
2465,1995,8,16.08,12,0,23
2469,1995,8,370.71,12,0,23
2477,1995,8,167.75,12,0,23
2492,1995,8,7.49,12,0,23
2493,1995,8,285.96,12,0,23
2498,1995,8,338.18,12,0,23
2503,1995,8,14,12,0,23
2504,1995,8,324.58,12,0,23
2505,1995,8,9.73,12,0,23
9289,1995,4,231.79,12,0,23
9298,1995,8,140.19,12,0,23
9299,1995,8,77.39,12,0,23
9313,1995,8,18,12,0,23
9316,1995,8,75.3,12,0,23
5954,1995,8,28.81,12,0,23
5964,1995,8,231.06,12,0,23
13989,1995,12,124.87,12,0,23
13450,1995,8,1568.52,12,0,23
13456,1995,8,540.36,12,0,23
13530,1995,8,25.01,12,0,23
13539,1995,12,1223.86,12,0,23
13540,1995,8,18,6,0,23
13541,1995,8,18.09,12,0,23
13544,1995,8,18,6,0,23
13546,1995,4,18,6,0,23
11852,1995,8,111.08,12,0,23
11856,1995,6,575,12,0,23
11858,1995,6,503.91,12,0,23
16684,1995,12,627.65,12,0,23
16726,1995,8,18,12,0,23
16752,1995,8,112.02,12,0,23
16753,1995,8,462.21,12,0,23
16756,1995,8,354.49,12,0,23
16758,1995,8,256.59,12,0,23
8516,1995,8,596.31,12,0,23
14692,1995,8,542.59,12,0,23
14695,1995,8,14.26,12,0,23
14722,1995,8,275.96,12,0,23
13072,1995,8,188.71,12,0,23
14812,1995,12,18,12,0,23
14813,1995,8,34.91,12,0,23
14814,1995,8,10.38,12,0,23
14815,1995,8,18,12,0,23
14816,1995,8,874.86,12,0,23
14824,1995,8,236.32,12,0,23
14840,1995,8,177.46,12,0,23
14878,1995,8,18,12,0,23
15766,1995,12,155.42,12,0,23
15767,1995,12,21.54,12,0,23
15772,1995,12,270.42,12,0,23
15773,1995,12,220.78,12,0,23
15776,1995,12,181.65,12,0,23
15777,1995,12,237.48,12,0,23
15778,1995,12,137.81,12,0,23
15779,1995,12,285.88,12,0,23
15780,1995,12,281.47,12,0,23
15783,1995,12,234.74,12,0,23
15794,1995,12,269.12,12,0,23
15795,1995,12,151.71,12,0,23
15799,1995,12,18,12,0,23
15802,1995,12,474.13,12,0,23
15805,1995,12,59.23,12,0,23
15806,1995,12,2.15,12,0,23
15822,1995,12,640.9,12,0,23
15871,1995,8,18,12,0,23
15872,1995,8,568.71,12,0,23
15873,1995,8,10,12,0,23
15880,1995,8,10.43,12,0,23
15932,1995,8,12.73,12,0,23
15934,1995,8,630.3,12,0,23
15935,1995,8,4.66,12,0,23
15936,1995,8,6.01,12,0,23
15942,1995,8,18,12,0,23
15943,1995,8,616.22,12,0,23
15944,1995,8,18,12,0,23
15950,1995,8,37.88,12,0,23
15953,1995,8,768.11,12,0,23
15954,1995,8,108.69,12,0,23
15955,1995,8,65.07,12,0,23
15956,1995,4,18,12,0,23
15960,1995,8,153,12,0,23
15961,1995,8,213.98,12,0,23
15962,1995,8,16.06,12,0,23
15965,1995,8,19.1,12,0,23
15972,1995,8,402.51,12,0,23
15973,1995,8,332.36,12,0,23
15976,1995,8,13.56,12,0,23
15977,1995,8,18,12,0,23
15978,1995,8,328.82,12,0,23
15979,1995,8,469.13,12,0,23
15980,1995,8,364.27,12,0,23
15981,1995,8,78.56,12,0,23
15982,1995,8,397.91,12,0,23
20704,1995,12,741.77,12,0,23
20705,1995,12,84.09,12,0,23
20706,1995,12,523.22,12,0,23
10693,1995,6,15.37,10,0,23
6043,1995,8,20.64,12,0,23
15158,1995,8,232.44,12,0,23
15159,1995,8,31.27,12,0,23
15162,1995,8,18,12,0,23
15163,1995,8,189.74,12,0,23
9358,1995,6,16.88,12,0,23
9359,1995,8,553.21,12,0,23
9362,1995,8,378.91,12,0,23
9363,1995,8,319.85,12,0,23
9482,1995,8,14.76,12,0,23
9488,1995,12,177.06,12,0,23
9490,1995,12,131.58,12,0,23
9496,1995,8,16.08,12,0,23
9501,1995,12,326.2,12,0,23
9502,1995,12,17.82,12,0,23
9508,1995,8,4.56,12,0,23
9509,1995,8,13.02,12,0,23
9511,1995,8,300.96,12,0,23
9548,1995,8,26.72,12,0,23
9549,1995,8,149.11,12,0,23
9550,1995,8,26.09,12,0,23
9551,1995,8,137.51,12,0,23
9555,1995,8,288.45,12,0,23
9556,1995,8,219.65,12,0,23
9557,1995,8,18,12,0,23
9560,1995,12,520.68,12,0,23
9562,1995,12,18,12,0,23
12596,1995,12,552.08,12,0,23
12619,1995,6,18,6,0,23
12637,1995,4,18,6,0,23
12642,1995,12,447.4,12,0,23
12645,1995,12,630.57,12,0,23
15176,1995,8,332.59,12,0,23
11477,1995,6,15.61,6,0,23
18980,1995,8,6.87,12,0,23
18994,1995,8,16.19,12,0,23
16463,1995,12,18,12,0,23
16473,1995,12,210.07,12,0,23
16535,1995,8,278.98,12,0,23
16573,1995,8,284.72,12,0,23
19068,1995,8,283.5,12,0,23
19069,1995,8,436.4,12,0,23
19070,1995,8,74.32,6,0,23
19071,1995,8,36.85,12,0,23
19072,1995,8,243.08,12,0,23
19073,1995,8,270.85,6,0,23
19074,1995,8,341.39,6,0,23
19075,1995,8,8.12,6,0,23
19076,1995,8,9.39,6,0,23
8836,1995,6,43.42,6,0,23
24973,1995,6,22.13,6,0,23
25044,1995,6,9.59,6,0,23
40782,1995,8,534.29,12,0,23
40783,1995,8,367.9,12,0,23
40791,1995,8,192.53,12,0,23
15654,1995,8,34.74,12,0,23
15685,1995,8,300.08,12,0,23
15749,1995,12,52.31,12,0,23
15750,1995,12,172.74,12,0,23
15753,1995,12,102.8,12,0,23
15754,1995,12,63.2,12,0,23
15758,1995,12,29.15,12,0,23
15759,1995,12,480.45,12,0,23
15760,1995,12,39.06,12,0,23
15763,1995,12,553.36,12,0,23
15764,1995,12,1.8,12,0,23
15765,1995,12,19.53,12,0,23
14039,1995,8,219.51,12,0,23
14055,1995,12,18,12,0,23
14075,1995,12,18,12,0,23
14201,1995,8,18.93,12,0,23
14204,1995,8,285.86,12,0,23
13717,1995,8,311.72,12,0,23
13763,1995,8,18,12,0,23
8067,1995,6,11.29,6,0,23
16275,1995,8,14.96,12,0,23
16276,1995,8,99.64,12,0,23
16298,1995,12,802.15,12,0,23
16301,1995,12,485.04,12,0,23
16308,1995,12,838.16,12,0,23
16315,1995,12,505.97,12,0,23
10264,1995,6,21.27,12,0,23
16356,1995,8,76.05,12,0,23
16361,1995,8,73.22,12,0,23
16364,1995,8,25.53,12,0,23
14459,1995,8,802.64,12,0,23
13153,1995,12,18,12,0,23
10935,1995,8,472.47,12,0,23
10967,1995,6,12.59,10,0,23
9667,1995,8,18,12,0,23
9669,1995,8,18,12,0,23
9673,1995,8,543.1,12,0,23
13261,1995,8,543.3,12,0,23
13262,1995,8,344.29,12,0,23
21650,1995,6,30.98,6,0,23
17545,1995,8,315.55,12,0,23
17714,1995,8,763.57,12,0,23
17723,1995,12,975.99,12,0,23
17726,1995,12,968.87,12,0,23
17727,1995,12,18,12,0,23
17728,1995,12,18,12,0,23
17729,1995,12,21.13,12,0,23
17733,1995,8,14.33,12,0,23
17734,1995,8,1041.62,12,0,23
17737,1995,8,670.42,12,0,23
17738,1995,8,8.65,12,0,23
17739,1995,8,9.42,12,0,23
17742,1995,8,10.48,12,0,23
17743,1995,8,761.81,12,0,23
9042,1995,8,310.52,12,0,23
9120,1995,8,99.73,12,0,23
9132,1995,8,50.91,12,0,23
17379,1995,12,141.77,12,0,23
17391,1995,12,400.36,12,0,23
11646,1995,8,201.87,12,0,23
11647,1995,8,148.9,12,0,23
11659,1995,8,92.08,12,0,23
14884,1995,8,348.34,12,0,23
15020,1995,8,51.22,12,0,23
15021,1995,8,37.35,12,0,23
15023,1995,8,460.84,12,0,23
15026,1995,8,316.48,12,0,23
12704,1995,12,747.31,12,0,23
12724,1995,12,613.84,12,0,23
7436,1995,12,2.24,12,0,23
12778,1995,4,264.68,12,0,23
12779,1995,4,18,12,0,23
12780,1995,8,9,12,0,23
12783,1995,8,109.75,12,0,23
12795,1995,8,130.95,12,0,23
12797,1995,8,313.9,12,0,23
12798,1995,4,21.57,12,0,23
12800,1995,4,85.87,12,0,23
12801,1995,8,44.18,12,0,23
12802,1995,8,245.37,12,0,23
15047,1995,8,50.5,12,0,23
15067,1995,8,45.63,12,0,23
15072,1995,8,228.28,12,0,23
30355,1995,12,82.94,6,0,23
23765,1995,12,18,12,0,23
23859,1995,8,165.57,12,0,23
23866,1995,8,30.32,12,0,23
23869,1995,8,56.87,12,0,23
25524,1995,6,34.28,6,0,23
25646,1995,6,19.96,6,0,23
25647,1995,6,19.1,6,0,23
25648,1995,6,14.37,6,0,23
25649,1995,8,79.45,6,0,23
20908,1995,8,746.77,12,0,23
20911,1995,8,487.37,12,0,23
20949,1995,8,73.36,12,0,23
20953,1995,8,439.64,12,0,23
21005,1995,8,1015.4,12,0,23
21009,1995,8,1372.7,12,0,23
41623,1995,8,17.6,12,0,23
41630,1995,8,279.54,12,0,23
41659,1995,8,13.67,12,0,23
41666,1995,12,73.37,12,0,23
41723,1995,6,289.07,12,0,23
41724,1995,6,1.95,12,0,23
28812,1995,12,14.02,6,0,23
28817,1995,8,54.47,6,0,23
34385,1995,8,497.39,12,0,23
34426,1995,8,333.27,12,0,23
34427,1995,6,31.33,12,0,23
34428,1995,6,11.08,12,0,23
34437,1995,8,10.71,12,0,23
34438,1995,8,32.74,12,0,23
34469,1995,12,68.76,12,0,23
34471,1995,12,18,12,0,23
21796,1995,8,18,12,0,23
33570,1995,12,2.38,12,0,23
33594,1995,8,2.11,12,0,23
33596,1995,8,1.77,12,0,23
33641,1995,8,38.29,12,0,23
33645,1995,8,1.19,12,0,23
41784,1995,6,25.32,6,0,23
40387,1995,12,335.26,12,0,23
20187,1995,8,464.16,12,0,23
20188,1995,8,38.77,12,0,23
20189,1995,8,18,12,0,23
20190,1995,8,18,12,0,23
20191,1995,8,13.27,12,0,23
20192,1995,8,237.02,12,0,23
20200,1995,8,837.63,12,0,23
20217,1995,4,455.63,12,0,23
19333,1995,12,20.72,6,0,23
19338,1995,12,228.33,6,0,23
19451,1995,8,482.31,12,0,23
29603,1995,8,3.63,12,0,23
29647,1995,8,3.85,12,0,23
23314,1995,8,120.02,12,0,23
23317,1995,8,34.71,12,0,23
23467,1995,6,42.24,12,0,23
21182,1995,4,75.28,12,0,23
21183,1995,4,74.53,12,0,23
21186,1995,8,18,12,0,23
21187,1995,8,257.96,12,0,23
24065,1995,8,308.9,12,0,23
18511,1995,12,16.63,12,0,23
18579,1995,8,34.11,12,0,23
18592,1995,8,501.08,12,0,23
18630,1995,12,29.87,12,0,23
18634,1995,6,13.79,6,0,23
22689,1995,8,11.73,6,0,23
22809,1995,6,10.02,6,0,23
37427,1995,8,10.31,12,0,23
37446,1995,8,11.08,6,0,23
27594,1995,8,146.68,12,0,23
27596,1995,6,12.18,6,0,23
37594,1995,8,14.78,6,0,23
37613,1995,6,15.2,6,0,23
28638,1995,6,18.67,6,0,23
28720,1995,4,19.51,14,0,23
28724,1995,4,14.43,14,0,23
28725,1995,4,127.71,14,0,23
28726,1995,4,21,14,0,23
35303,1995,8,268.6,12,0,23
21977,1995,6,13.44,6,0,23
21983,1995,6,59.91,6,0,23
32618,1995,6,16.06,6,0,23
19583,1995,8,245.33,12,0,23
19714,1995,8,606.61,12,0,23
19715,1995,8,962.63,12,0,23
20530,1995,8,40.11,12,0,23
20542,1995,8,230.74,12,0,23
20560,1995,8,181.26,12,0,23
44548,1995,8,7.23,12,0,23
44550,1995,12,11.02,12,0,23
44574,1995,12,12.06,12,0,23
38142,1995,8,393.46,12,0,23
18697,1995,8,206.98,12,0,23
21318,1995,8,148.93,12,0,23
21319,1995,8,106.34,12,0,23
21449,1995,8,581.88,12,0,23
21450,1995,8,3.83,12,0,23
21452,1995,8,902.25,12,0,23
21453,1995,8,18,12,0,23
38239,1995,8,172.98,12,0,23
38243,1995,8,304.77,6,0,23
23699,1995,8,1278.65,12,0,23
23701,1995,8,881.05,12,0,23
23710,1995,12,18,6,0,23
22920,1995,8,132.6,12,0,23
42226,1995,12,287.52,12,0,23
39910,1995,4,156.93,12,0,23
39912,1995,8,93.99,12,0,23
39913,1995,8,147.55,12,0,23
39914,1995,8,63.66,12,0,23
39915,1995,8,19.16,12,0,23
39916,1995,8,9.25,12,0,23
39917,1995,4,99.8,12,0,23
39957,1995,8,538.34,12,0,23
39960,1995,8,18,12,0,23
39961,1995,8,18,12,0,23
39962,1995,8,285.85,12,0,23
39964,1995,8,200.87,12,0,23
39965,1995,8,18,12,0,23
39966,1995,8,18,12,0,23
39967,1995,8,61.98,12,0,23
39970,1995,8,63.81,12,0,23
39971,1995,8,165.5,12,0,23
39973,1995,8,18,12,0,23
39981,1995,8,305.09,12,0,23
36102,1995,6,10,6,0,23
31757,1995,6,17.86,6,0,23
38945,1995,6,28.22,6,0,23
33801,1995,6,2.03,12,0,23
33802,1995,8,103.54,12,0,23
33835,1995,12,0.72,12,0,23
34588,1995,8,209.68,12,0,23
34601,1995,12,580.85,12,0,23
34653,1995,6,23.49,12,0,23
34741,1995,8,22.36,12,0,23
39537,1995,8,18,12,0,23
39563,1995,8,231.58,12,0,23
39566,1995,8,71.64,12,0,23
37772,1995,8,5.76,12,0,23
37057,1995,8,2.79,12,0,23
37060,1995,8,592.04,12,0,23
37062,1995,8,53.64,12,0,23
37081,1995,8,360.34,6,0,23
37083,1995,6,14.38,6,0,23
41418,1995,8,649.95,12,0,23
41442,1995,8,123.45,12,0,23
41453,1995,8,362.87,12,0,23
41069,1995,8,15.3,6,0,23
36432,1995,6,136.94,6,0,23
41145,1995,8,1175.55,12,0,23
41175,1995,8,39.99,12,0,23
33976,1995,6,1.92,12,0,23
34904,1995,8,11.81,12,0,23
40567,1995,8,67.77,12,0,23
41964,1995,12,18,12,0,23
42012,1995,12,47.3,12,0,23
32310,1995,12,295.62,12,0,23
40171,1995,8,505.7,12,0,23
37298,1995,8,11.35,6,0,23
37994,1995,6,18,6,0,23
38000,1995,6,18,12,0,23
38003,1995,6,18,12,0,23
38004,1995,6,91.81,12,0,23
38024,1995,8,378.39,12,0,23
34253,1995,12,92.8,12,0,23
34318,1995,8,250.26,12,0,23
34319,1995,8,308.65,12,0,23
34323,1995,8,34.01,12,0,23
39701,1995,4,548.5,12,0,23
39732,1995,6,297.11,12,0,23
39740,1995,12,21.1,12,0,23
33396,1995,8,4.62,12,0,23
35020,1995,8,191.4,12,0,23
35023,1995,8,31.48,12,0,23
35141,1995,12,213.88,12,0,23
35143,1995,8,9,12,0,23
35150,1995,8,431.92,12,0,23
35167,1995,8,19.04,12,0,23
35168,1995,8,18,12,0,23
35172,1995,8,34.73,12,0,23
35173,1995,8,18,12,0,23
35174,1995,8,18,12,0,23
35175,1995,8,183.79,12,0,23
32476,1995,6,14.35,6,0,23
32477,1995,12,7.39,12,0,23
32478,1995,12,317.11,12,0,23
32479,1995,8,11.64,12,0,23
32480,1995,8,6.13,6,0,23
32481,1995,8,0.64,12,0,23
32483,1995,12,326.7,12,0,23
32485,1995,12,327.73,12,0,23
32487,1995,6,24.26,12,0,23
32491,1995,6,23.93,12,0,23
42742,1995,12,48.08,12,0,23
42743,1995,12,17.11,12,0,23
42744,1995,12,13.75,12,0,23
42745,1995,12,88.08,12,0,23
42748,1995,12,423.68,12,0,23
42751,1995,12,202.72,12,0,23
42752,1995,12,14,12,0,23
42753,1995,12,179.97,12,0,23
42754,1995,12,14,12,0,23
42755,1995,12,130.42,12,0,23
42757,1995,6,14.69,6,0,23
42758,1995,6,22.14,6,0,23
41182,1995,12,146.86,12,0,23
39315,1995,12,215.42,6,0,23
45587,1995,8,26.89,12,0,23
45712,1995,8,7.99,12,0,23
45795,1995,8,2.54,12,0,23
45935,1995,6,2.49,12,0,23
45942,1995,8,0.95,12,0,23
45977,1995,8,3.64,12,0,23
46077,1995,4,2.21,12,0,23
1585,1994,12,387.44,12,0,24
1587,1994,12,292.54,12,0,24
1588,1994,12,14.71,12,0,24
1589,1994,8,15.71,12,0,24
1592,1994,12,308.58,12,0,24
17533,1994,12,25.43,12,0,24
2782,1994,8,6.87,6,0,24
2784,1994,8,11.03,6,0,24
2785,1994,8,10.55,6,0,24
2786,1994,8,13.61,6,0,24
2828,1994,8,47.88,12,0,24
17849,1994,8,214.38,12,0,24
17879,1994,8,832.9,12,0,24
17882,1994,8,961.47,12,0,24
17885,1994,8,24.89,12,0,24
17901,1994,8,764.67,12,0,24
17908,1994,8,18,12,0,24
17909,1994,8,751.43,12,0,24
17911,1994,8,1232.41,12,0,24
17914,1994,8,915.7,12,0,24
17915,1994,8,1046.12,12,0,24
17916,1994,8,268.3,12,0,24
17919,1994,8,18,12,0,24
17107,1994,8,319,12,0,24
17111,1994,8,268.57,12,0,24
17112,1994,8,2.41,12,0,24
17129,1994,12,5.07,12,0,24
17131,1994,12,18,12,0,24
17132,1994,12,53.81,12,0,24
17133,1994,12,18,12,0,24
24253,1994,8,13.28,12,0,24
24264,1994,8,8.25,6,0,24
24342,1994,4,6.78,6,0,24
24343,1994,6,4.37,6,0,24
24364,1994,8,2.87,12,0,24
24366,1994,8,3.01,12,0,24
4510,1994,8,9.39,12,0,24
4511,1994,8,15.85,12,0,24
4520,1994,8,535.14,12,0,24
4521,1994,8,250.78,12,0,24
4522,1994,8,407.27,12,0,24
4523,1994,8,274.26,12,0,24
16083,1994,8,16.72,12,0,24
16084,1994,8,141.3,12,0,24
16085,1994,8,65.34,12,0,24
16086,1994,8,144.57,12,0,24
16089,1994,8,18.22,12,0,24
16090,1994,8,217.42,12,0,24
16091,1994,8,18,12,0,24
16092,1994,8,493.84,12,0,24
16093,1994,8,18,12,0,24
16094,1994,8,252.24,12,0,24
16095,1994,8,666.17,12,0,24
16096,1994,8,18,12,0,24
16146,1994,12,852.46,12,0,24
16150,1994,12,230.73,12,0,24
16151,1994,8,18,12,0,24
16152,1994,12,44.49,12,0,24
16155,1994,12,211.83,12,0,24
16157,1994,12,98.1,12,0,24
16158,1994,12,344.94,12,0,24
2112,1994,24,18,6,0,24
2276,1994,8,13.9,12,0,24
1743,1994,12,106.33,12,0,24
1744,1994,8,593.74,12,0,24
1745,1994,8,7.17,12,0,24
1746,1994,8,2.72,12,0,24
1747,1994,8,2.9,12,0,24
1748,1994,8,220.2,12,0,24
1751,1994,8,212.49,12,0,24
1752,1994,8,282.59,12,0,24
1755,1994,12,198.15,12,0,24
1761,1994,8,31.53,12,0,24
1762,1994,8,469.28,12,0,24
1763,1994,8,615.66,12,0,24
2568,1994,8,271.67,12,0,24
4376,1994,6,18,12,0,24
9802,1994,12,3016.2,6,0,24
9819,1994,8,142.61,12,0,24
9823,1994,8,18,12,0,24
9824,1994,8,18.46,12,0,24
9827,1994,8,422.16,12,0,24
16931,1994,8,483.98,12,0,24
17042,1994,8,673.32,12,0,24
2970,1994,12,254.04,6,0,24
4195,1994,8,460.38,12,0,24
11270,1994,6,18.59,6,0,24
11281,1994,12,26.04,6,0,24
11285,1994,6,14.08,6,0,24
11289,1994,6,15.08,6,0,24
11316,1994,6,8.96,6,0,24
6713,1994,12,46.36,6,0,24
6714,1994,12,27.64,6,0,24
6716,1994,8,20.4,6,0,24
6717,1994,6,15.34,6,0,24
6739,1994,6,16.36,6,0,24
9266,1994,4,18,12,0,24
9267,1994,4,184.35,12,0,24
9268,1994,8,146.32,12,0,24
1851,1994,8,251.05,12,0,24
1852,1994,8,23.27,12,0,24
1860,1994,8,445.55,12,0,24
1882,1994,8,41.84,12,0,24
1892,1994,8,14.33,12,0,24
1893,1994,8,7.24,12,0,24
1894,1994,8,8.63,12,0,24
1897,1994,8,388.57,12,0,24
1922,1994,6,15.83,6,0,24
1924,1994,12,303.34,12,0,24
1925,1994,12,403.92,12,0,24
1929,1994,12,306.65,12,0,24
1930,1994,12,25.11,12,0,24
1931,1994,12,185.93,12,0,24
1934,1994,12,12.35,12,0,24
2047,1994,8,305.13,12,0,24
2059,1994,8,8.78,12,0,24
2434,1994,8,15.28,12,0,24
2440,1994,8,308.62,12,0,24
2495,1994,8,138.05,12,0,24
5943,1994,8,210.31,12,0,24
13904,1994,8,18,12,0,24
13905,1994,8,1022.38,12,0,24
13906,1994,8,18,12,0,24
13907,1994,8,921.16,12,0,24
13910,1994,8,60.48,12,0,24
14338,1994,8,309.37,12,0,24
13434,1994,12,42.45,12,0,24
13437,1994,12,601.93,12,0,24
13440,1994,12,520.8,12,0,24
13443,1994,12,18,12,0,24
13444,1994,12,495.47,12,0,24
13445,1994,12,63.19,12,0,24
13509,1994,8,182.57,12,0,24
13511,1994,8,644.03,12,0,24
13515,1994,8,920.26,12,0,24
13517,1994,8,172.1,12,0,24
14418,1994,8,214.38,12,0,24
11887,1994,12,22.68,6,0,24
11897,1994,8,17.31,12,0,24
11899,1994,12,414.09,6,0,24
11900,1994,12,390.51,6,0,24
11901,1994,12,70.9,6,0,24
11902,1994,2.25,18,6,0,24
11904,1994,12,81.31,6,0,24
16704,1994,8,572.12,12,0,24
16707,1994,8,479.92,12,0,24
16711,1994,8,462.94,12,0,24
16729,1994,8,60.16,12,0,24
16730,1994,8,18,12,0,24
16731,1994,8,122.23,12,0,24
16742,1994,8,48.06,12,0,24
16745,1994,8,501.14,12,0,24
16748,1994,8,326.93,12,0,24
16749,1994,4,18,12,0,24
16750,1994,4,179.94,12,0,24
16751,1994,8,134.97,12,0,24
16757,1994,8,15.61,12,0,24
16783,1994,12,434.9,12,0,24
8512,1994,8,35.78,12,0,24
8515,1994,8,9.61,12,0,24
12943,1994,8,716.38,12,0,24
13043,1994,8,368.29,12,0,24
14825,1994,8,6.76,12,0,24
14827,1994,8,5.07,12,0,24
14828,1994,8,95.94,12,0,24
14874,1994,8,584.95,12,0,24
15819,1994,12,97.82,12,0,24
15825,1994,12,92.46,12,0,24
15826,1994,4,18,12,0,24
15827,1994,4,163.17,12,0,24
7837,1994,6,14.57,12,0,24
7838,1994,6,2.78,12,0,24
7839,1994,8,4.5,12,0,24
7840,1994,8,2.27,12,0,24
12476,1994,8,330.67,12,0,24
12478,1994,8,366.29,12,0,24
9438,1994,12,18.74,12,0,24
9441,1994,12,679.65,12,0,24
9442,1994,12,258.92,12,0,24
9443,1994,12,382.64,12,0,24
9446,1994,12,427.76,12,0,24
9449,1994,12,392.71,12,0,24
9450,1994,12,18,12,0,24
9451,1994,12,37.66,12,0,24
9454,1994,12,18,12,0,24
9455,1994,12,30.66,12,0,24
9456,1994,12,123.34,12,0,24
9459,1994,12,260.38,12,0,24
9460,1994,12,394.42,12,0,24
9461,1994,12,3.89,12,0,24
9478,1994,12,65.78,12,0,24
9495,1994,12,443.17,12,0,24
9521,1994,8,482.1,12,0,24
9559,1994,12,18,12,0,24
15185,1994,8,410.12,12,0,24
15186,1994,8,174.81,12,0,24
11405,1994,6,7.71,6,0,24
11406,1994,8,6.88,12,0,24
11407,1994,8,7.1,6,0,24
11408,1994,6,9.35,12,0,24
11410,1994,8,500.19,12,0,24
11539,1994,8,242.12,12,0,24
18982,1994,12,227.68,12,0,24
18999,1994,12,1397.52,12,0,24
16471,1994,12,476.69,12,0,24
16472,1994,12,347.23,12,0,24
16474,1994,12,42.1,12,0,24
16478,1994,12,18,12,0,24
16507,1994,8,18,12,0,24
16508,1994,8,157.57,12,0,24
16509,1994,8,19.29,12,0,24
16559,1994,4,44.48,6,0,24
8789,1994,8,18.87,12,0,24
8790,1994,8,374.06,12,0,24
8791,1994,8,6,12,0,24
40745,1994,12,12.32,12,0,24
40750,1994,12,71.92,12,0,24
40796,1994,8,119.04,12,0,24
40797,1994,8,13.23,12,0,24
40924,1994,8,5.41,12,0,24
12170,1994,8,168.39,12,0,24
12171,1994,8,18.47,12,0,24
12175,1994,8,194.75,12,0,24
12176,1994,8,265.74,12,0,24
12213,1994,8,197.43,12,0,24
12218,1994,8,361.12,12,0,24
6405,1994,6,18,6,0,24
6439,1994,4,18,12,0,24
6440,1994,8,49.87,12,0,24
6443,1994,8,18,12,0,24
15696,1994,8,304.21,12,0,24
14046,1994,8,1022.74,12,0,24
14049,1994,8,696.72,12,0,24
14052,1994,8,12.38,12,0,24
14056,1994,12,567.87,12,0,24
14085,1994,8,1032.12,12,0,24
13585,1994,8,20.86,12,0,24
13586,1994,8,63.33,12,0,24
13590,1994,8,17.76,12,0,24
13591,1994,8,399.35,12,0,24
13594,1994,8,16.61,12,0,24
13599,1994,8,18,12,0,24
13600,1994,8,18,12,0,24
13601,1994,8,318.71,12,0,24
13604,1994,8,583.69,12,0,24
13605,1994,8,18,12,0,24
13608,1994,4,18,12,0,24
13609,1994,4,372.99,12,0,24
13610,1994,4,18,12,0,24
13611,1994,4,397.19,12,0,24
13700,1994,8,412,12,0,24
26075,1994,8,24.36,12,0,24
26076,1994,6,3.27,12,0,24
26077,1994,8,212.87,12,0,24
16312,1994,12,227.56,12,0,24
16332,1994,12,206.87,12,0,24
10248,1994,12,44.12,12,0,24
10254,1994,12,18.63,12,0,24
10255,1994,8,258.39,12,0,24
10256,1994,8,345.28,12,0,24
10257,1994,8,26.07,12,0,24
10258,1994,8,11.49,12,0,24
10259,1994,8,47.74,12,0,24
10282,1994,6,28.23,6,0,24
9668,1994,8,268.04,12,0,24
9672,1994,8,18,12,0,24
9674,1994,8,229.96,12,0,24
9676,1994,8,88.25,12,0,24
13215,1994,8,18,12,0,24
