ID,InstallYear,Diameter,Length,Material,ExpBreak (Target),Age2018
14511,1975,6,4.8,6,0,43
14512,1975,6,2.06,6,0,43
14515,1975,6,0.88,6,0,43
14516,1975,6,31.32,6,0,43
14517,1975,6,2.73,6,0,43
14518,1975,6,2.65,6,0,43
18094,1975,6,18,6,0,43
18196,1975,6,18,6,0,43
30152,1975,6,34.91,6,0,43
23108,1975,6,18,6,0,43
23109,1975,6,18,6,0,43
23111,1975,6,18,6,0,43
23112,1975,6,18,6,0,43
23115,1975,6,18,6,0,43
23116,1975,6,18,6,0,43
23118,1975,6,18,6,0,43
23119,1975,6,18,6,0,43
23124,1975,6,5.07,6,0,43
23125,1975,6,7.14,6,0,43
25508,1975,2,2.28,6,0,43
25509,1975,2,299.27,6,0,43
33448,1975,2,5.61,8,0,43
33476,1975,12,159.81,6,0,43
22140,1975,2,18,6,0,43
32597,1975,2,201.64,6,0,43
38867,1975,6,16.15,6,0,43
38868,1975,6,20.32,6,0,43
38877,1975,6,18.23,6,0,43
38878,1975,6,17.79,6,0,43
43217,1975,2,14,8,0,43
33928,1975,2,1.11,8,0,43
33942,1975,2,4.26,8,0,43
40246,1975,2,14,8,0,43
43134,1975,2,14,8,0,43
43688,1975,2,2.82,8,0,43
39717,1975,2,305.84,6,0,43
38571,1975,6,18.68,6,0,43
38572,1975,6,16.5,6,0,43
38574,1975,6,16.28,6,0,43
38575,1975,6,18.23,6,0,43
32462,1975,2,18,6,0,43
45881,1975,2,4.27,8,0,43
45997,1975,2,3.04,8,0,43
45999,1975,2,3.06,8,0,43
46031,1975,2,5.81,8,0,43
46223,1975,6,273.82,6,0,43
3937,1974,6,3.39,6,0,44
3938,1974,6,2.03,6,0,44
12273,1974,6,18,6,0,44
12274,1974,6,18,6,0,44
12276,1974,6,18,6,0,44
12277,1974,6,18,6,0,44
15419,1974,6,18,6,0,44
15467,1974,6,13.71,6,0,44
5717,1974,6,2.08,6,0,44
5751,1974,2,1.62,8,0,44
1910,1974,2,12.18,6,0,44
13817,1974,6,18,6,0,44
13818,1974,6,18,6,0,44
13819,1974,6,18,6,0,44
13820,1974,6,18,6,0,44
13841,1974,6,18,6,0,44
13842,1974,6,18,6,0,44
13862,1974,6,22.3,6,0,44
13863,1974,6,18,6,0,44
13864,1974,6,18,6,0,44
13865,1974,6,18,6,0,44
13881,1974,6,18,6,0,44
13914,1974,6,18,6,0,44
13915,1974,6,18,6,0,44
13955,1974,6,18,6,0,44
13956,1974,6,18,6,0,44
13968,1974,2,18,6,0,44
13991,1974,6,18,6,0,44
13457,1974,6,18,6,0,44
13458,1974,6,18,6,0,44
13460,1974,6,18,6,0,44
13461,1974,6,18,6,0,44
14422,1974,6,18,6,0,44
14423,1974,6,18,6,0,44
14424,1974,6,18,6,0,44
14425,1974,6,18,6,0,44
16793,1974,6,18,6,0,44
16794,1974,6,20.11,6,0,44
14707,1974,6,18,6,0,44
14708,1974,6,18,6,0,44
14711,1974,6,18,6,0,44
14712,1974,6,18,6,0,44
12977,1974,6,15.03,6,0,44
12978,1974,6,15.32,6,0,44
12985,1974,6,18,6,0,44
12986,1974,6,18,6,0,44
12989,1974,6,18,6,0,44
12990,1974,6,18,6,0,44
13009,1974,6,18,6,0,44
13010,1974,6,18,6,0,44
13018,1974,6,18,6,0,44
13019,1974,6,18,6,0,44
13022,1974,6,18,6,0,44
13023,1974,6,18,6,0,44
13026,1974,6,18,6,0,44
13027,1974,6,18,6,0,44
13058,1974,6,18,6,0,44
13059,1974,6,18,6,0,44
14734,1974,6,18,6,0,44
14735,1974,6,18,6,0,44
14772,1974,6,18,6,0,44
14773,1974,6,18,6,0,44
14787,1974,6,18,6,0,44
14788,1974,6,18,6,0,44
14837,1974,6,18,6,0,44
14838,1974,6,18,6,0,44
6120,1974,6,18,6,0,44
6121,1974,6,18,6,0,44
6123,1974,6,18,6,0,44
6124,1974,6,18,6,0,44
12544,1974,6,18,6,0,44
12545,1974,6,18,6,0,44
12580,1974,6,14.78,6,0,44
12581,1974,6,15.19,6,0,44
12588,1974,6,18,6,0,44
12589,1974,6,18,6,0,44
12592,1974,6,18,6,0,44
12593,1974,6,18,6,0,44
15195,1974,6,18,6,0,44
15196,1974,6,18,6,0,44
15225,1974,6,3.72,6,0,44
15226,1974,6,7.64,6,0,44
15229,1974,6,18,6,0,44
15231,1974,6,3.93,6,0,44
15232,1974,6,2.73,6,0,44
15244,1974,6,18,6,0,44
15245,1974,6,18,6,0,44
15247,1974,6,18,6,0,44
15248,1974,6,18,6,0,44
15252,1974,6,18,6,0,44
15253,1974,6,18,6,0,44
15255,1974,6,18,6,0,44
15256,1974,6,18,6,0,44
15265,1974,6,4.1,6,0,44
15275,1974,6,18,6,0,44
15276,1974,6,18,6,0,44
15278,1974,6,18,6,0,44
15279,1974,6,18,6,0,44
15282,1974,6,18,6,0,44
15283,1974,6,18,6,0,44
12165,1974,6,4.35,6,0,44
12166,1974,6,4.48,6,0,44
12206,1974,6,18,6,0,44
12207,1974,6,18,6,0,44
12208,1974,6,4.28,6,0,44
12209,1974,6,4.45,6,0,44
15612,1974,6,29.32,6,0,44
14000,1974,6,18,6,0,44
14001,1974,6,18,6,0,44
14002,1974,6,18,6,0,44
14003,1974,6,18,6,0,44
14006,1974,6,18,6,0,44
14007,1974,6,18,6,0,44
14008,1974,6,3.5,6,0,44
14009,1974,6,5.51,6,0,44
14127,1974,6,18,6,0,44
13596,1974,6,18,6,0,44
13750,1974,6,18,6,0,44
13751,1974,6,18,6,0,44
13324,1974,6,16.87,6,0,44
13325,1974,6,16.32,6,0,44
13327,1974,6,18,6,0,44
13328,1974,6,18,6,0,44
14627,1974,6,3.47,6,0,44
14628,1974,6,3.63,6,0,44
14633,1974,6,18,6,0,44
14634,1974,6,18,6,0,44
14637,1974,6,18,6,0,44
14638,1974,6,18,6,0,44
14886,1974,6,18,6,0,44
14887,1974,6,18,6,0,44
14932,1974,6,4.95,6,0,44
14933,1974,6,4.17,6,0,44
14935,1974,6,18,6,0,44
14936,1974,6,18,6,0,44
14938,1974,6,18,6,0,44
14939,1974,6,18,6,0,44
14969,1974,6,18,6,0,44
14974,1974,6,18,6,0,44
14975,1974,6,18,6,0,44
12691,1974,6,18,6,0,44
12692,1974,6,18,6,0,44
12697,1974,6,18,6,0,44
12698,1974,6,18,6,0,44
23130,1974,6,18,6,0,44
23131,1974,6,18,6,0,44
23133,1974,6,18,6,0,44
23134,1974,6,18,6,0,44
23136,1974,6,1.86,6,0,44
23137,1974,6,3.12,6,0,44
23169,1974,6,3.84,6,0,44
20045,1974,8,17.2,6,0,44
20046,1974,8,18,6,0,44
19256,1974,6,18,6,0,44
19257,1974,6,18,6,0,44
18335,1974,6,18,6,0,44
18336,1974,6,18,6,0,44
18650,1974,6,14.37,6,0,44
18651,1974,6,16.09,6,0,44
22921,1974,2,8.6,8,0,44
22945,1974,6,18,6,0,44
22946,1974,6,18,6,0,44
22965,1974,6,18,6,0,44
22966,1974,6,18,6,0,44
22973,1974,6,18,6,0,44
22974,1974,6,18,6,0,44
22984,1974,6,18,6,0,44
22985,1974,6,18,6,0,44
22988,1974,6,18,6,0,44
22989,1974,6,18,6,0,44
39955,1974,6,18,6,0,44
39956,1974,6,18,6,0,44
39630,1974,6,2.36,6,0,44
41484,1974,6,18,6,0,44
41485,1974,6,18,6,0,44
40150,1974,2,14,8,0,44
40169,1974,2,14,8,0,44
40247,1974,2,14,8,0,44
45827,1974,2,9.87,8,0,44
46020,1974,2,4.5,8,0,44
16178,1973,6,18.26,6,0,45
12433,1973,6,18,6,0,45
12434,1973,6,18,6,0,45
12439,1973,6,15.12,6,0,45
12440,1973,6,18,6,0,45
3637,1973,6,15.19,6,0,45
10590,1973,6,4.14,6,0,45
10591,1973,6,3.05,6,0,45
17083,1973,6,18,6,0,45
17084,1973,6,19.18,6,0,45
3561,1973,6,19.14,6,0,45
14819,1973,6,18,6,0,45
14820,1973,6,18,6,0,45
15110,1973,6,18,6,0,45
15111,1973,6,18,6,0,45
15122,1973,6,18,6,0,45
15123,1973,6,18,6,0,45
14457,1973,6,16.97,6,0,45
14458,1973,6,18,6,0,45
9688,1973,6,18,6,0,45
9727,1973,6,15.34,6,0,45
40503,1973,2,3.74,8,0,45
40129,1973,2,14,8,0,45
46002,1973,2,1.77,8,0,45
1484,1972,6,19.89,6,0,46
1485,1972,6,19.06,6,0,46
16131,1972,6,6.4,6,0,46
16136,1972,6,17,6,0,46
15328,1972,6,18,6,0,46
15329,1972,6,18,6,0,46
5750,1972,2,2.61,6,0,46
4238,1972,6,2.69,6,0,46
4239,1972,6,3.73,6,0,46
4265,1972,6,3.46,6,0,46
4266,1972,6,4.09,6,0,46
29069,1972,8,28.78,6,0,46
29070,1972,8,9.31,6,0,46
6782,1972,8,13.43,6,0,46
6788,1972,8,11.65,6,0,46
9148,1972,6,17.82,6,0,46
9182,1972,6,5.78,6,0,46
9183,1972,6,2.74,6,0,46
9184,1972,6,5.07,6,0,46
6009,1972,8,18.14,6,0,46
6011,1972,8,2.55,6,0,46
6018,1972,8,1.25,6,0,46
6019,1972,8,2.58,6,0,46
14451,1972,6,18,6,0,46
14452,1972,6,18,6,0,46
14460,1972,6,18,6,0,46
14461,1972,6,18,6,0,46
14465,1972,6,7.03,6,0,46
14466,1972,6,8.62,6,0,46
6538,1972,0,12.72,6,0,46
6539,1972,0,17.29,6,0,46
7494,1972,6,7.29,6,0,46
7495,1972,6,3.01,6,0,46
23812,1972,6,18,6,0,46
23813,1972,6,18,6,0,46
28838,1972,8,185.82,6,0,46
28839,1972,6,6.64,6,0,46
28840,1972,6,10.11,6,0,46
28886,1972,8,3.94,6,0,46
28888,1972,8,6.43,6,0,46
28890,1972,8,30.49,6,0,46
28892,1972,8,12.66,6,0,46
28893,1972,8,18.71,6,0,46
28894,1972,8,4.25,6,0,46
28895,1972,6,2.47,6,0,46
28896,1972,8,2.33,6,0,46
28897,1972,6,6.99,6,0,46
28898,1972,8,8.74,6,0,46
19354,1972,8,86.25,6,0,46
23673,1972,6,18,6,0,46
23674,1972,6,18,6,0,46
42217,1972,8,10.38,6,0,46
42218,1972,8,8.47,6,0,46
43277,1972,2,14,8,0,46
42720,1972,2,14,8,0,46
40170,1972,2,14,8,0,46
43137,1972,2,14,8,0,46
45918,1972,2,0.85,8,0,46
45958,1972,2,3.46,8,0,46
46030,1972,2,3.84,8,0,46
46059,1972,2,6.19,8,0,46
46061,1972,2,6.07,8,0,46
46063,1972,2,3.44,8,0,46
3163,1971,6,22.06,6,0,47
11198,1971,6,20.83,6,0,47
11199,1971,6,14.33,6,0,47
8636,1971,6,5.32,6,0,47
8644,1971,6,11.78,6,0,47
10728,1971,6,20.84,6,0,47
10729,1971,6,13.89,6,0,47
10743,1971,6,22.7,6,0,47
10744,1971,6,13.46,6,0,47
11494,1971,6,12.37,6,0,47
11497,1971,6,1.72,6,0,47
11498,1971,6,1.5,6,0,47
8712,1971,6,5.75,6,0,47
8724,1971,6,16.05,6,0,47
11037,1971,6,21.78,6,0,47
11038,1971,6,13.46,6,0,47
11045,1971,6,21.84,6,0,47
11046,1971,6,16.06,6,0,47
11058,1971,6,19.24,6,0,47
11059,1971,6,15.64,6,0,47
25497,1971,6,13,6,0,47
20277,1971,6,18,6,0,47
20278,1971,6,18.44,6,0,47
23484,1971,6,18,6,0,47
23485,1971,6,18,6,0,47
37545,1971,6,1.17,6,0,47
37546,1971,6,0.66,6,0,47
19657,1971,6,4.66,6,0,47
19661,1971,6,5.43,6,0,47
38087,1971,6,14.42,6,0,47
38094,1971,6,16.49,6,0,47
38109,1971,6,18.87,6,0,47
40016,1971,2,14,8,0,47
42688,1971,2,14,8,0,47
43124,1971,2,14,8,0,47
43129,1971,2,12.04,8,0,47
43133,1971,2,14,8,0,47
38075,1971,6,18.66,6,0,47
33331,1971,2,21.03,8,0,47
4785,1970,6,31.25,3,0,48
4848,1970,6,18,3,0,48
2817,1970,6,14.33,6,0,48
2819,1970,6,22.13,6,0,48
2831,1970,6,7.56,6,0,48
2834,1970,6,5.18,6,0,48
2846,1970,6,13.89,3,0,48
4856,1970,6,33.56,3,0,48
4878,1970,6,9.64,3,0,48
4879,1970,6,20.25,3,0,48
3954,1970,6,15.87,6,0,48
3955,1970,6,18,6,0,48
3960,1970,6,18,6,0,48
3961,1970,6,13.25,6,0,48
8256,1970,0,9.99,6,0,48
8257,1970,6,14.76,6,0,48
8260,1970,0,17.8,6,0,48
8263,1970,0,16.5,6,0,48
8266,1970,6,9.1,6,0,48
8269,1970,0,33,6,0,48
8270,1970,6,14.76,6,0,48
8271,1970,0,24.74,6,0,48
8300,1970,6,20.4,6,0,48
8302,1970,0,19.09,6,0,48
8303,1970,0,21.27,6,0,48
8304,1970,0,16.93,6,0,48
8305,1970,6,21.27,6,0,48
8321,1970,6,12.98,6,0,48
8429,1970,6,18.33,3,0,48
8446,1970,6,6.15,6,0,48
5384,1970,6,18,6,0,48
5385,1970,6,18.02,6,0,48
5554,1970,6,9.78,3,0,48
5555,1970,6,17.36,3,0,48
5571,1970,6,6.94,3,0,48
5573,1970,6,22.28,3,0,48
5580,1970,6,30.21,3,0,48
3510,1970,6,21.28,3,0,48
3551,1970,6,22.14,3,0,48
3554,1970,6,26.51,3,0,48
3572,1970,6,23.44,3,0,48
5034,1970,6,15.62,3,0,48
8491,1970,6,34.99,3,0,48
8510,1970,6,17.86,3,0,48
8602,1970,6,6.01,6,0,48
8603,1970,6,37.01,3,0,48
8662,1970,6,15.19,3,0,48
7909,1970,6,18.57,6,0,48
7910,1970,6,12.36,6,0,48
7915,1970,6,14.94,3,0,48
7916,1970,6,20,3,0,48
7933,1970,6,17.82,6,0,48
7934,1970,6,14.17,6,0,48
7935,1970,6,16,6,0,48
7936,1970,6,8.36,6,0,48
8859,1970,6,13.44,3,0,48
8865,1970,6,22.19,3,0,48
8866,1970,6,18.19,3,0,48
8874,1970,6,14.72,6,0,48
8889,1970,6,7.29,6,0,48
8891,1970,6,19.8,3,0,48
8893,1970,6,21.39,3,0,48
8894,1970,6,17.86,3,0,48
25038,1970,6,3.95,3,0,48
25039,1970,6,4.27,3,0,48
14104,1970,6,18,6,0,48
14105,1970,6,18,6,0,48
6670,1970,6,4.67,6,0,48
6671,1970,6,24.49,6,0,48
6678,1970,6,20.52,6,0,48
6679,1970,6,15.69,6,0,48
7493,1970,6,4.56,6,0,48
22572,1970,6,4.86,3,0,48
22573,1970,6,41.09,3,0,48
19348,1970,6,18,3,0,48
19349,1970,6,18,3,0,48
19352,1970,6,4.51,6,0,48
19357,1970,6,12.01,6,0,48
21359,1970,6,2.2,3,0,48
21360,1970,6,3.68,3,0,48
21362,1970,6,25.98,6,0,48
21363,1970,6,18,6,0,48
21366,1970,6,18,6,0,48
21367,1970,6,18,6,0,48
21369,1970,6,2.13,3,0,48
21370,1970,6,2.54,3,0,48
38902,1970,6,15,3,0,48
38903,1970,6,15.73,3,0,48
32821,1970,6,11.35,3,0,48
37655,1970,6,4.53,3,0,48
37705,1970,6,6.76,3,0,48
37819,1970,6,25.24,3,0,48
40637,1970,2,14,8,0,48
37938,1970,6,21.58,3,0,48
37939,1970,6,17.22,3,0,48
46014,1970,2,6.17,8,0,48
24197,1969,2,4.85,8,0,49
4547,1969,6,18,3,0,49
4548,1969,6,17.87,3,0,49
21080,1969,6,2.45,3,0,49
21081,1969,6,2.56,3,0,49
18841,1969,8,15.41,3,0,49
39435,1969,6,0.94,3,0,49
39436,1969,6,1.16,3,0,49
34108,1969,2,10,8,0,49
34309,1969,6,18,6,0,49
34310,1969,6,18,6,0,49
15404,1968,6,18,3,0,50
15459,1968,6,19.51,3,0,50
13925,1968,6,1.89,6,0,50
13926,1968,6,2.92,6,0,50
19854,1968,6,18,3,0,50
23475,1968,6,1.94,3,0,50
23476,1968,6,2.93,3,0,50
22020,1968,6,1273.03,3,0,50
38767,1968,6,3.28,3,0,50
33820,1968,2,1.15,8,0,50
33821,1968,2,0.89,8,0,50
33970,1968,2,3.08,8,0,50
33973,1968,2,6.31,8,0,50
43165,1968,2,14,8,0,50
33330,1968,2,16.16,8,0,50
38733,1968,6,4.79,3,0,50
46076,1968,2,1.29,8,0,50
1413,1967,6,15,3,0,51
1418,1967,6,15.2,3,0,51
1496,1967,6,15.62,3,0,51
1498,1967,6,11.25,3,0,51
1503,1967,6,15.99,3,0,51
1514,1967,6,19.69,3,0,51
1516,1967,6,14.32,3,0,51
1518,1967,6,36.05,3,0,51
1520,1967,6,16.93,3,0,51
17774,1967,8,12.22,3,0,51
17775,1967,8,23.72,3,0,51
17777,1967,8,1.78,3,0,51
4725,1967,6,14.1,3,0,51
4726,1967,6,14.07,3,0,51
4734,1967,6,15.11,3,0,51
4735,1967,6,14.58,3,0,51
4737,1967,6,14.26,3,0,51
4738,1967,6,14.07,3,0,51
4739,1967,6,16.15,3,0,51
4740,1967,6,21.88,3,0,51
4742,1967,6,20.64,3,0,51
4796,1967,6,12.57,6,0,51
4799,1967,6,14.76,3,0,51
4810,1967,6,16.14,6,0,51
4814,1967,6,16.93,6,0,51
4818,1967,6,16.06,3,0,51
2741,1967,6,14.83,6,0,51
2813,1967,6,14.9,3,0,51
2814,1967,6,10.57,3,0,51
2815,1967,6,6.24,6,0,51
2816,1967,6,18.66,6,0,51
2823,1967,6,17.01,3,0,51
2870,1967,6,16.23,3,0,51
2872,1967,6,12.54,3,0,51
2873,1967,6,16.54,3,0,51
4875,1967,6,10.74,3,0,51
4889,1967,6,17.99,3,0,51
4896,1967,6,8.33,3,0,51
4914,1967,6,2.08,6,0,51
4926,1967,6,18,3,0,51
4927,1967,6,13,3,0,51
4933,1967,6,18,3,0,51
4934,1967,8,28.65,3,0,51
4935,1967,8,165.8,3,0,51
4936,1967,6,14,3,0,51
17837,1967,6,18,6,0,51
17838,1967,6,18,6,0,51
17840,1967,6,18,6,0,51
17841,1967,6,18,6,0,51
3878,1967,6,1.58,6,0,51
3879,1967,6,1.16,6,0,51
3881,1967,6,1.44,6,0,51
3886,1967,6,1.12,6,0,51
3887,1967,6,1.69,6,0,51
3888,1967,6,18.78,6,0,51
3889,1967,6,1.8,6,0,51
3891,1967,6,28.6,6,0,51
3957,1967,6,18,6,0,51
3958,1967,6,23.53,6,0,51
3970,1967,6,3.79,6,0,51
4007,1967,6,15.63,6,0,51
4008,1967,6,16.08,6,0,51
4010,1967,6,18.23,6,0,51
3169,1967,6,19.93,3,0,51
3170,1967,6,26.23,3,0,51
3171,1967,6,20.3,3,0,51
3172,1967,6,23.48,3,0,51
3173,1967,6,20.08,3,0,51
3174,1967,6,26.28,3,0,51
3175,1967,6,12.64,3,0,51
3176,1967,6,21.17,3,0,51
3177,1967,6,22.42,3,0,51
3178,1967,6,23.44,3,0,51
3179,1967,6,20.15,3,0,51
3180,1967,6,25.27,3,0,51
3183,1967,0,10.31,3,0,51
3222,1967,6,22.1,3,0,51
3223,1967,6,21.44,3,0,51
3224,1967,6,16.5,3,0,51
3225,1967,6,27.04,3,0,51
3226,1967,6,16.18,3,0,51
3227,1967,6,27.35,3,0,51
3228,1967,6,22.36,6,0,51
3229,1967,6,21.18,6,0,51
3317,1967,6,15.26,3,0,51
3320,1967,6,8.05,3,0,51
3321,1967,6,10.08,3,0,51
3326,1967,2,25.58,3,0,51
3329,1967,6,20.01,3,0,51
3330,1967,6,15.22,3,0,51
3331,1967,6,16.94,3,0,51
8254,1967,6,4.82,6,0,51
8280,1967,6,15.2,6,0,51
8286,1967,6,19.1,6,0,51
8292,1967,6,19.1,6,0,51
8295,1967,6,18.27,6,0,51
8325,1967,6,20.83,6,0,51
8328,1967,6,5.97,6,0,51
8331,1967,0,11.28,3,0,51
8332,1967,0,10.86,3,0,51
8334,1967,6,7.12,3,0,51
8355,1967,6,15.22,3,0,51
8398,1967,6,20.85,6,0,51
8401,1967,6,13.48,6,0,51
8411,1967,6,12.61,6,0,51
8413,1967,6,14.45,6,0,51
8431,1967,6,16.06,3,0,51
8437,1967,6,13.62,3,0,51
8454,1967,6,21.33,3,0,51
8455,1967,6,23.87,3,0,51
8458,1967,6,23.04,3,0,51
8470,1967,6,21.27,3,0,51
8471,1967,6,18.66,3,0,51
8472,1967,6,18.68,3,0,51
4645,1967,6,19.28,6,0,51
4651,1967,6,15.63,6,0,51
4652,1967,6,17.22,6,0,51
4662,1967,6,16.67,3,0,51
4663,1967,6,15.63,3,0,51
4673,1967,6,16.67,3,0,51
4674,1967,6,17.72,3,0,51
4675,1967,6,14.91,6,0,51
4676,1967,6,15.18,6,0,51
4678,1967,6,16.15,6,0,51
4679,1967,6,18.76,6,0,51
4692,1967,6,18.23,6,0,51
4702,1967,6,12.54,6,0,51
4703,1967,6,16.15,6,0,51
16173,1967,6,15.11,6,0,51
16175,1967,6,16.82,6,0,51
16179,1967,10,9.91,3,0,51
16180,1967,6,13.03,3,0,51
16191,1967,6,18,6,0,51
15387,1967,6,18,3,0,51
15388,1967,6,18,3,0,51
12289,1967,6,14.39,6,0,51
12442,1967,6,18,6,0,51
12443,1967,6,18,6,0,51
12445,1967,6,4.06,6,0,51
12446,1967,6,4.25,6,0,51
15406,1967,6,18,6,0,51
15413,1967,6,35.45,6,0,51
15423,1967,6,18,6,0,51
15453,1967,6,15.14,6,0,51
3623,1967,6,21.71,3,0,51
3624,1967,6,32.56,3,0,51
3797,1967,6,16.9,6,0,51
3799,1967,6,12.15,6,0,51
2100,1967,6,21.64,6,0,51
2103,1967,6,30.91,3,0,51
2104,1967,6,14.89,3,0,51
39383,1967,8,678.66,3,0,51
2698,1967,6,4.87,3,0,51
4471,1967,6,21.98,3,0,51
9830,1967,6,22.65,6,0,51
9853,1967,6,15.51,6,0,51
9855,1967,6,21.87,6,0,51
9878,1967,6,12.54,6,0,51
9879,1967,6,12.5,6,0,51
9885,1967,6,47.76,6,0,51
9887,1967,6,16.5,6,0,51
16886,1967,6,18,6,0,51
16887,1967,6,16.84,6,0,51
16976,1967,6,18,3,0,51
16977,1967,6,17.95,3,0,51
16985,1967,6,18,3,0,51
16986,1967,6,18.03,3,0,51
16992,1967,6,17.05,3,0,51
16995,1967,6,18,3,0,51
16996,1967,6,18.93,3,0,51
17002,1967,6,18,3,0,51
17003,1967,6,17.24,3,0,51
17007,1967,6,18,3,0,51
17008,1967,6,18.36,3,0,51
17009,1967,6,51.33,3,0,51
3161,1967,6,22.34,3,0,51
3162,1967,6,20.27,3,0,51
3164,1967,6,20.54,6,0,51
3165,1967,6,23.03,6,0,51
3166,1967,6,25.57,3,0,51
3167,1967,6,13.92,3,0,51
3168,1967,6,24.31,3,0,51
5746,1967,2,4.41,3,0,51
5389,1967,8,164.7,3,0,51
5403,1967,6,19.82,3,0,51
5405,1967,6,14.14,3,0,51
5408,1967,6,14.7,3,0,51
5409,1967,6,13.51,3,0,51
5410,1967,6,17.9,3,0,51
5411,1967,6,18.23,3,0,51
5208,1967,6,19.55,6,0,51
5215,1967,6,19.96,6,0,51
5314,1967,6,15.2,6,0,51
5320,1967,6,21.27,6,0,51
5321,1967,6,17.36,6,0,51
5322,1967,6,21.27,6,0,51
5331,1967,6,19.96,3,0,51
5337,1967,6,13.45,3,0,51
5338,1967,6,11.72,3,0,51
5343,1967,6,13.78,3,0,51
5348,1967,6,5.85,3,0,51
5360,1967,6,2.97,3,0,51
5363,1967,6,3.52,3,0,51
4126,1967,6,19.46,3,0,51
4127,1967,6,18.76,3,0,51
4130,1967,6,18.99,3,0,51
4132,1967,6,18,3,0,51
4133,1967,6,18.98,3,0,51
3426,1967,6,23.98,3,0,51
3427,1967,6,19.48,3,0,51
3430,1967,6,21.87,6,0,51
3431,1967,6,21.31,6,0,51
3432,1967,6,22.46,6,0,51
3433,1967,6,20.14,6,0,51
3452,1967,6,2.84,3,0,51
3453,1967,6,2.35,3,0,51
3454,1967,6,22.4,3,0,51
3455,1967,6,21.13,3,0,51
3490,1967,6,11.28,3,0,51
3497,1967,6,10.37,3,0,51
3506,1967,6,29.09,3,0,51
3523,1967,6,14.38,6,0,51
3533,1967,6,19.97,6,0,51
3536,1967,6,17.8,3,0,51
29075,1967,6,45.55,3,0,51
6797,1967,8,11.88,3,0,51
6844,1967,6,13.84,6,0,51
4937,1967,8,24.77,3,0,51
4943,1967,6,7.08,6,0,51
4961,1967,6,13.87,3,0,51
4993,1967,6,21.71,3,0,51
4998,1967,6,14.36,3,0,51
5053,1967,6,16.5,6,0,51
5055,1967,6,16.93,6,0,51
5059,1967,6,13.1,6,0,51
5067,1967,6,18.69,6,0,51
5075,1967,6,15.64,6,0,51
5083,1967,6,4.58,6,0,51
5101,1967,6,12.15,6,0,51
5102,1967,6,12.33,6,0,51
5114,1967,6,12.59,6,0,51
5117,1967,6,5.3,6,0,51
5118,1967,6,13.45,6,0,51
5120,1967,6,15.16,6,0,51
6898,1967,8,14.87,3,0,51
6899,1967,8,15.83,3,0,51
6901,1967,8,9.12,3,0,51
9214,1967,6,2.43,3,0,51
22254,1967,6,4.3,3,0,51
22256,1967,6,4.83,3,0,51
22268,1967,6,21.17,3,0,51
22269,1967,6,14.43,3,0,51
22312,1967,6,12.71,3,0,51
22338,1967,6,8.02,3,0,51
22339,1967,6,21.04,3,0,51
22340,1967,6,15.63,3,0,51
22342,1967,6,15.45,3,0,51
5867,1967,6,18,3,0,51
5868,1967,6,18,3,0,51
5924,1967,6,18,6,0,51
5925,1967,6,18,6,0,51
5928,1967,6,18,6,0,51
5929,1967,6,18,6,0,51
5931,1967,6,18,6,0,51
5932,1967,6,18,6,0,51
5935,1967,6,2.9,6,0,51
5936,1967,6,2.73,6,0,51
5937,1967,6,18,6,0,51
13911,1967,6,18,6,0,51
13912,1967,6,18,6,0,51
13923,1967,6,20.1,3,0,51
13924,1967,6,12.86,3,0,51
13927,1967,6,3.3,6,0,51
13928,1967,6,3.99,6,0,51
13957,1967,6,18,6,0,51
13958,1967,6,18,6,0,51
13962,1967,6,18,6,0,51
13963,1967,6,18,6,0,51
13966,1967,6,18,6,0,51
14371,1967,6,18,6,0,51
14372,1967,6,18,6,0,51
14374,1967,6,18,6,0,51
14375,1967,6,18,6,0,51
14386,1967,6,18,6,0,51
14387,1967,6,18,6,0,51
14400,1967,6,18,6,0,51
14401,1967,6,18,6,0,51
14411,1967,6,18,6,0,51
14412,1967,6,18,6,0,51
14426,1967,6,18,6,0,51
14427,1967,6,18,6,0,51
11837,1967,6,18,3,0,51
11838,1967,6,18,3,0,51
11938,1967,6,18,3,0,51
11939,1967,6,18,3,0,51
11943,1967,6,18,6,0,51
11944,1967,6,18,6,0,51
16770,1967,6,18,3,0,51
16771,1967,6,18.72,3,0,51
16791,1967,6,21.29,6,0,51
8476,1967,6,13.02,3,0,51
8482,1967,6,15.98,3,0,51
8493,1967,6,4.72,3,0,51
8495,1967,6,8.49,3,0,51
8520,1967,6,13.95,3,0,51
8523,1967,6,11.8,3,0,51
8525,1967,6,21.29,3,0,51
8528,1967,6,21.7,3,0,51
8529,1967,6,23.88,3,0,51
8530,1967,6,14.76,6,0,51
8535,1967,6,20.84,3,0,51
8536,1967,6,19.96,3,0,51
8539,1967,6,6.38,3,0,51
8543,1967,6,22.61,6,0,51
8567,1967,6,13.4,3,0,51
8568,1967,6,6.31,3,0,51
8571,1967,6,21.69,6,0,51
8572,1967,6,13.78,6,0,51
8579,1967,6,14.08,6,0,51
8581,1967,6,16.26,6,0,51
8584,1967,6,13.1,3,0,51
8587,1967,6,12.77,6,0,51
8590,1967,6,11.29,6,0,51
8594,1967,6,13.83,6,0,51
8596,1967,6,14.22,6,0,51
8630,1967,6,7.59,3,0,51
8643,1967,6,5.21,3,0,51
8680,1967,6,18.46,3,0,51
8691,1967,6,22.92,3,0,51
8692,1967,6,22.94,3,0,51
