ID,InstallYear,Diameter,Material,Length,Age2018,ExpBreak (Target)
26859,1923,4,1,365.14,95,1
26914,1923,16,1,413.6,95,1
26947,1923,6,1,255.6,95,1
26947,1923,6,1,255.6,95,1
29108,1923,4,1,25.21,95,1
29108,1923,4,1,25.21,95,1
29108,1923,4,1,25.21,95,1
29133,1923,6,1,130.66,95,1
6954,1923,6,1,339.63,95,1
10803,1923,6,1,464.92,95,1
24836,1923,4,1,373.74,95,1
24847,1923,6,1,793.62,95,1
6303,1923,8,1,653.16,95,1
6320,1923,6,1,20,95,1
6354,1923,6,1,612.46,95,1
26096,1923,6,1,326.33,95,1
30567,1923,6,1,306.82,95,1
41766,1923,8,1,66.82,95,1
25084,1923,4,1,240.86,95,1
26169,1923,6,1,166.25,95,1
26293,1923,6,1,557.42,95,1
26327,1923,6,1,363.61,95,1
24120,1923,6,1,334.12,95,1
37451,1923,8,1,338.83,95,1
37451,1923,8,1,338.83,95,1
37451,1923,8,1,338.83,95,1
24793,1923,6,1,422.2,95,1
29294,1923,6,1,544.73,95,1
29395,1923,6,1,396.53,95,1
29447,1923,6,1,275.3,95,1
28441,1923,6,1,350.06,95,1
28441,1923,6,1,350.06,95,1
30741,1923,8,1,309.09,95,1
30783,1923,8,1,249.33,95,1
31686,1923,6,1,300.4,95,1
38936,1923,12,1,93.97,95,1
34016,1923,6,1,376.92,95,1
34016,1923,6,1,376.92,95,1
31119,1923,6,1,90.28,95,1
37902,1923,6,1,234.35,95,1
37902,1923,6,1,234.35,95,1
37903,1923,6,1,514.18,95,1
37918,1923,8,1,293.93,95,1
37320,1923,8,1,209.4,95,1
37406,1923,8,1,537.53,95,1
31306,1923,4,1,252.25,95,1
31457,1923,6,1,23.88,95,1
36748,1923,6,1,659.24,95,1
3872,1915,6,1,506.44,103,1
29086,1915,6,1,37.79,103,1
28808,1995,2,3,412.61,23,1
21157,1955,2,4,23.23,63,1
32120,1935,6,1,28,83,1
30815,1923,6,1,7.76,95,1
30816,1923,6,1,48.9,95,1
35722,2011,12,5,16.27,7,1
22768,1997,8,3,12.85,21,1
2146,1992,12,3,123.22,26,1
12925,1974,12,3,1774.13,44,1
10294,1973,6,3,436.42,45,1
4232,1972,8,3,905.89,46,1
42162,1972,8,3,428.79,46,1
16826,1967,6,1,335.68,51,1
4625,1966,6,1,863.63,52,1
9836,1965,6,1,524.26,53,1
21752,1965,8,1,12.26,53,1
20181,1963,6,1,855.89,55,1
13337,1960,4,1,337.45,58,1
20110,1959,6,1,248.58,59,1
3753,1956,6,0,973.53,62,1
19989,1956,6,1,334.19,62,1
19711,1956,6,1,299.58,62,1
31860,1956,6,1,1312.04,62,1
38858,1956,6,1,384.83,62,1
38858,1956,6,1,384.83,62,1
22226,1955,8,1,652.42,63,1
41712,1944,6,1,282.55,74,1
37113,1944,6,1,397.33,74,1
32385,1944,6,1,316.99,74,1
6058,1930,6,1,349.1,88,1
25271,1925,8,1,77.24,93,1
3126,1923,6,1,269.65,95,1
5543,1923,12,1,268.29,95,1
6033,1923,6,1,283.01,95,1
10322,1923,6,1,451.55,95,1
26246,1923,6,1,255.89,95,1
29303,1923,6,1,242.4,95,1
29303,1923,6,1,242.4,95,1
38955,1923,8,1,402.38,95,1
30812,1923,10,1,6.36,95,1
30832,1923,10,1,296.62,95,1
31054,1923,6,1,19.12,95,1
35721,1923,10,1,33.01,95,1
37320,1923,8,1,209.4,95,1
37406,1923,8,1,537.53,95,1
